"Alumno","Indicador 22"
"211.1106.019","1.47"
"201.1006.020","2.43"
"141.0204.520","2.69"
"211.0306.010","1.44"
"211.1205.015","1.87"
"211.1306.028","1.54"
"191.2904.003","3.42"
"211.2904.049","1.77"
"092.0904.323","2.08"
"181.1205.019","3.03"
"171.1505.056","3.42"
"211.2405.027","1.64"
"171.0706.039","2.8"
"211.2503.024","1.6"
"191.2503.076","0.66"
"191.0804.042","2.68"
"171.2806.029","3.45"
"191.1606.023","4.18"
"181.3602.053","2.29"
"211.3503.039","1.74"
"122.0503.011","2.44"
"151.0605.706","2.46"
"171.0804.098","3.11"
"181.0906.049","2.57"
"201.0906.049","2.48"
"191.0306.051","2.21"
"161.1004.126","3.23"
"211.1606.033","1.83"
"151.2805.565","3.17"
"171.3402.013","3.65"
"211.2503.025","1.77"
"211.0206.019","1.66"
"151.0304.147","2.41"
"181.0606.006","3.03"
"161.0204.345","1"
"201.0306.018","2.03"
"201.0706.012","2.25"
"171.1006.058","3.53"
"171.3503.024","3.17"
"181.3602.003","2.71"
"191.3602.053","3.24"
"211.1306.058","1.94"
"161.0403.023","3.04"
"211.1405.020","1.45"
"181.1205.058","2.29"
"191.1205.091","3.29"
"191.1505.076","3.36"
"181.2405.017","3.61"
"191.0306.044","2.68"
"113.0704.012","2"
"181.1205.005","3.12"
"211.0405.041","0"
"181.1306.025","3.49"
"171.1205.017","1.96"
"191.1505.007","3.14"
"181.1606.036","3.84"
"191.2904.004","3.26"
"132.0304.220","1.79"
"081.0704.548","1.91"
"181.0804.057","2.66"
"171.1405.048","3.08"
"211.0706.057","1.58"
"191.1906.055","2.67"
"191.2806.051","2.03"
"211.1606.032","1.61"
"201.0804.006","2.32"
"151.1104.635","2.74"
"191.1405.080","3.16"
"211.1606.068","1.84"
"191.2503.037","3.39"
"201.0105.028","1.75"
"171.0606.020","2.84"
"93.2040.2.AC","1.16"
"151.1905.345","3.08"
"191.1606.030","3.89"
"181.2405.052","3.15"
"191.2405.023","3.79"
"171.2503.067","3.06"
"181.2904.030","3.75"
"171.0206.014","3.33"
"181.1906.023","3.4"
"171.2405.029","3.05"
"201.3602.001","1.89"
"131.2103.601","2.48"
"181.0206.028","2.4"
"171.0506.016","2.84"
"132.1403.126","2.4"
"171.1205.077","2.95"
"191.2806.041","3.5"
"191.2503.042","2.87"
"191.3602.014","1.68"
"211.2503.041","1.28"
"181.0105.047","2.88"
"211.0906.110","1.88"
"141.0304.388","2.31"
"161.0304.759","2.22"
"171.0506.019","3.16"
"171.0804.022","2.72"
"171.1306.011","3.29"
"171.0306.005","2.12"
"211.0606.064","1.38"
"211.1606.013","1.97"
"171.0804.036","3.01"
"171.1205.094","2.23"
"201.1606.004","2.86"
"191.2405.036","3.71"
"201.2806.007","2.81"
"171.2405.050","3.21"
"171.3602.051","2.78"
"201.3602.011","1.82"
"171.0105.001","3.09"
"131.0304.383","1.51"
"161.0904.799","2.61"
"151.1004.863","2.76"
"171.1106.051","3.28"
"131.0204.569","2.5"
"201.0706.002","1.88"
"211.0105.027","1.76"
"171.2503.020","2.97"
"171.2405.042","3.43"
"171.1006.017","3.4"
"171.2904.022","3.08"
"191.0706.028","2.8"
"161.0802.807","2.71"
"171.1405.089","3.3"
"191.1006.026","2.9"
"201.1006.017","2.75"
"181.2405.011","3.48"
"191.3503.001","2.86"
"171.0306.015","2.69"
"181.0606.012","2.6"
"101.0904.377","1.73"
"102.0904.359","2.09"
"171.1306.071","3.33"
"191.1906.007","3.77"
"201.0405.006","2.08"
"131.0704.053","2.32"
"191.0804.066","3.08"
"171.1405.040","3.1"
"211.1606.064","2.39"
"082.0704.048","1.73"
"181.1205.060","1.12"
"191.2904.008","3.48"
"191.0606.001","2.77"
"171.0804.078","3.16"
"181.1006.035","3.11"
"201.1306.024","2.83"
"211.3402.036","1.61"
"161.0304.202","2.84"
"201.0606.031","2.13"
"181.0606.031","3.3"
"171.0906.049","2.87"
"131.0304.376","2.48"
"201.0405.035","2.31"
"171.0606.022","3.07"
"211.0906.100","1.54"
"181.0906.044","2.88"
"181.1405.033","3.22"
"191.1906.006","3.75"
"181.1606.058","3.82"
"171.0105.011","2.79"
"181.0606.007","3.31"
"161.0904.801","2.5"
"201.0706.013","2.24"
"201.2806.027","3.08"
"101.2901.517","1.95"
"171.2405.024","3.06"
"211.1405.045","1.3"
"201.0306.029","1.13"
"211.0804.080","1.67"
"181.1306.028","0.6"
"181.2405.023","3.64"
"151.2903.830","3.02"
"211.2904.017","1.49"
"101.0403.077","2.12"
"201.0906.046","1.54"
"171.1106.067","3.55"
"171.1205.056","2.74"
"161.0304.755","2.44"
"191.0105.012","2.55"
"102.1403.185","2.27"
"211.1906.042","1.7"
"161.1604.303","3.71"
"151.0304.165","2.35"
"191.0906.068","2.77"
"201.1106.010","2.69"
"191.1405.010","3.11"
"171.1505.064","2.9"
"121.1604.473","2.49"
"211.1906.002","1.53"
"211.1606.036","1.85"
"191.2904.012","3.65"
"211.0306.024","2.02"
"201.0906.023","1.36"
"132.1304.180","1.69"
"181.1405.054","3.11"
"181.1006.014","2.99"
"211.1505.040","1.53"
"211.0606.059","1.57"
"211.0105.036","1.92"
"171.0306.007","1.81"
"121.0403.097","1.98"
"151.0605.482","2.77"
"151.0802.218","2.8"
"201.0906.032","2.49"
"211.1606.020","1.81"
"181.2503.039","2.81"
"211.1306.098","1.91"
"141.0403.105","2.27"
"181.1205.035","3.22"
"181.2405.014","3.55"
"211.1405.047","1.27"
"181.1906.037","3.46"
"181.2503.033","2.01"
"161.3502.954","2.94"
"181.3402.039","3.34"
"191.0804.036","2.94"
"181.0606.045","2.63"
"161.0704.573","2.88"
"201.0906.008","2.57"
"05.1016.N.BF","3.25"
"181.1106.030","3.7"
"211.1405.007","1.38"
"171.2503.047","3.15"
"211.3602.014","1.11"
"211.0105.034","2.17"
"171.0306.036","2.79"
"211.1606.050","1.97"
"211.3602.058","1.48"
"211.0804.086","0"
"211.0804.020","1.6"
"191.1405.025","2.37"
"201.2806.016","2.88"
"101.0704.045","2.01"
"171.0804.090","2.95"
"171.1405.019","2.91"
"181.1505.045","3.27"
"181.1606.022","3.85"
"181.3602.060","2.83"
"151.1104.651","3.15"
"201.1106.012","2.72"
"181.1306.030","3.71"
"161.0605.006","2.75"
"131.2403.682","1.6"
"201.2806.032","2.93"
"201.0906.018","2.64"
"112.1403.178","2.43"
"191.1906.051","3.33"
"191.2405.018","3.77"
"201.0506.021","2.13"
"211.2105.022","1.65"
"191.0206.041","2.69"
"171.0506.006","2.03"
"171.1405.065","2.32"
"171.0306.017","2.92"
"161.2502.054","1.58"
"211.0405.021","3"
"211.3602.023","1.35"
"161.1004.116","2.91"
"122.0204.459","2.39"
"171.1006.026","3.09"
"161.2502.041","3.16"
"191.3602.003","1.43"
"141.1905.575","2.73"
"211.1906.052","1.78"
"181.1606.026","3.84"
"211.1606.048","1.66"
"151.2403.388","3.67"
"211.1006.033","1.84"
"181.0804.040","3.17"
"131.1503.372","2.66"
"211.1606.008","1.65"
"161.0204.880","3.16"
"102.1304.223","2.63"
"171.0405.035","3.22"
"171.1306.048","2.05"
"161.1503.190","2.94"
"211.1505.050","1.69"
"181.1606.048","4.01"
"211.0804.026","1.74"
"181.1106.007","3.7"
"181.1505.018","3.58"
"211.1405.046","1.35"
"191.0206.033","3.29"
"171.0306.049","2.8"
"191.0906.047","1.94"
"141.1304.294","3.43"
"141.1304.303","2.91"
"191.1405.070","3.18"
"211.1405.006","0"
"211.2904.027","1.62"
"211.0906.073","3.5"
"091.0304.318","2.16"
"181.1306.002","3.75"
"211.1405.057","1.7"
"191.3402.009","3.53"
"201.1606.037","2.81"
"191.0105.021","2.25"
"211.3602.004","1.5"
"072.0709.247","1"
"171.0706.001","2.87"
"191.0804.033","2.84"
"161.0904.790","2.88"
"181.1505.022","3.05"
"181.3503.063","3.26"
"191.2904.039","3.69"
"191.2904.055","3.03"
"161.1604.857","3.43"
"191.0405.002","3.35"
"191.1405.053","3.5"
"181.0306.066","2.53"
"191.2904.051","3.73"
"211.0804.065","1.8"
"161.1905.903","3.08"
"191.1205.029","2.61"
"181.2503.020","3.41"
"161.2502.607","2.38"
"132.2603.443","2.84"
"171.2405.040","3.21"
"122.1604.444","2.54"
"171.1306.045","3.15"
"181.0706.054","3.04"
"181.1606.057","2.79"
"181.2503.016","2.43"
"161.3401.415","2.28"
"141.1503.320","2.71"
"161.3401.422","3.32"
"181.2904.034","3.91"
"181.3503.054","2.87"
"191.0405.064","1.97"
"141.0802.464","2.24"
"161.0904.254","2.5"
"181.1306.069","3.34"
"201.1405.009","2.44"
"191.0706.013","3.23"
"201.1306.038","2.67"
"113.3401.186","2.69"
"171.0506.025","2.93"
"191.0606.017","2.35"
"191.1006.020","3.19"
"181.1405.002","2.88"
"171.1405.079","3.21"
"191.0706.066","2.73"
"191.1306.006","3.39"
"211.2405.030","1.73"
"171.2806.042","3.43"
"181.3503.004","3.5"
"211.3602.026","1.43"
"191.0105.002","3.37"
"191.0405.012","3.38"
"191.0405.005","3.07"
"181.0804.016","2.51"
"211.0804.035","1.22"
"211.1405.039","1.67"
"191.0706.047","1.65"
"201.1606.024","2.92"
"081.0403.285","1.49"
"191.1405.085","3.14"
"211.1906.013","2.36"
"113.0704.190","2.46"
"181.2405.026","3.41"
"211.3503.031","1.85"
"201.0906.002","2.03"
"121.1803.561","2.32"
"191.0306.047","2.47"
"191.0606.068","2.26"
"211.0906.051","1"
"161.0103.233","2.6"
"161.0605.527","1.86"
"201.0906.026","2.1"
"211.1405.056","1.46"
"211.1006.011","1.89"
"201.1306.009","2.6"
"191.1505.045","3.35"
"211.1606.047","1.81"
"181.3602.012","2.39"
"211.0506.031","2.79"
"141.0904.423","2.1"
"191.0906.016","3.25"
"191.0706.041","2.45"
"191.1205.089","2.84"
"191.1505.020","2.96"
"171.1505.027","3.11"
"211.1906.018","1.41"
"151.1604.250","3.53"
"141.0403.111","2.19"
"191.0405.031","1.96"
"082.0403.071","2.19"
"191.0906.033","2.1"
"131.0904.477","2.31"
"161.1403.716","2.69"
"211.0306.061","1.14"
"191.1306.023","3.58"
"181.2503.002","3"
"181.2503.053","3.05"
"181.1306.018","3.06"
"201.1405.029","1.71"
"191.1205.057","2.75"
"171.1205.051","2.92"
"181.1505.078","3.75"
"181.2503.042","2.5"
"181.3602.022","2.91"
"181.0105.029","3.41"
"181.0306.036","2.77"
"211.0804.002","1.61"
"201.0906.054","2.54"
"201.0906.012","1.96"
"211.1106.018","2.13"
"171.1205.046","1.77"
"171.1306.052","3.46"
"191.1405.028","2.88"
"122.0304.319","1.94"
"171.0506.012","3.05"
"221.0907.038","1.28"
"171.1306.074","2.83"
"181.1306.053","3.43"
"191.2503.064","3.04"
"201.2503.014","2.22"
"211.1405.019","1.35"
"161.1503.749","3.1"
"191.1906.042","3.61"
"111.2103.527","1.64"
"211.0306.031","2.75"
"211.3602.055","0"
"211.1106.011","2"
"211.0105.014","1.24"
"211.0306.056","1.58"
"161.0605.556","2.87"
"201.3602.019","0.88"
"181.1306.078","3.09"
"181.0206.020","3.09"
"181.1205.016","2.18"
"201.1505.038","2.64"
"211.2806.034","1.76"
"151.3601.451","2.7"
"201.1306.030","1.79"
"191.2503.075","3.42"
"171.0306.022","2.38"
"191.0206.010","3.13"
"201.0206.016","1.29"
"151.1203.598","2.63"
"211.1505.042","1.73"
"181.2503.014","3.47"
"161.2403.932","3.23"
"132.2901.463","2.24"
"211.0405.010","1.44"
"201.1205.018","2.23"
"181.1405.047","2.65"
"171.1006.044","3.42"
"181.1205.051","3.04"
"161.3401.944","2.82"
"171.2503.031","3.24"
"181.3503.055","2.93"
"161.1604.847","3.34"
"171.2405.002","3.31"
"191.2503.057","2.96"
"181.3602.036","2.65"
"151.0304.150","2.42"
"171.1006.051","3.33"
"211.0506.017","1.31"
"211.1606.016","1.79"
"181.3503.005","3.48"
"211.2904.051","1.95"
"161.1004.627","2.36"
"181.1306.032","2.99"
"171.1306.009","3.41"
"191.1405.088","2.32"
"191.1306.065","3.06"
"112.2502.066","2.01"
"201.2105.013","2.84"
"171.0906.035","3.75"
"181.1505.051","3.6"
"211.2405.001","1.79"
"151.3502.795","2.98"
"191.0606.046","3.47"
"181.0306.028","1.8"
"201.0706.024","2.29"
"181.2904.058","3.26"
"191.1006.010","2.95"
"181.0706.064","2.23"
"191.1306.068","2.71"
"201.3503.040","2.14"
"181.3602.032","2.28"
"211.3503.015","1.54"
"151.0704.805","2.74"
"191.1006.008","2.12"
"181.0306.085","2.76"
"191.0306.032","2.64"
"211.1906.030","1.78"
"141.2502.124","2.47"
"211.0906.056","1.65"
"181.0906.003","2.82"
"191.0306.009","2.54"
"201.1306.010","2.42"
"201.1505.018","2.11"
"171.2503.014","3.01"
"171.2806.006","3.35"
"171.1606.013","3.41"
"211.0105.004","0.5"
"181.1106.037","3.76"
"171.1306.003","3.39"
"181.0105.040","3.09"
"191.0306.019","2.69"
"191.0706.005","3.41"
"201.1006.003","2.35"
"211.2806.045","1.83"
"131.2403.675","2.81"
"181.2904.012","3.53"
"201.3602.033","1.54"
"201.0206.006","2.11"
"151.0505.024","2.87"
"191.0606.049","3.45"
"181.1106.024","3.61"
"151.1503.475","2.71"
"091.2702.485","2.36"
"201.3602.009","2.27"
"091.0304.302","1.66"
"211.0906.082","1.56"
"122.1803.526","2.02"
"171.0706.048","3"
"211.0706.043","1.33"
"181.1006.008","2.15"
"181.2904.054","3.48"
"161.1203.672","2.31"
"181.1505.004","3.36"
"181.2503.055","3.19"
"201.2806.006","2.65"
"211.2806.001","1.81"
"111.0904.414","1.3"
"151.0704.815","2.31"
"131.0904.488","2.88"
"151.0204.309","3.14"
"191.1505.080","3.53"
"201.3402.024","1.67"
"181.1606.044","3.42"
"171.1606.001","2.41"
"191.3602.037","1.42"
"132.0403.035","1.74"
"191.1405.001","2.36"
"171.1205.041","2.94"
"191.1306.029","2.74"
"171.1505.060","2.39"
"211.1505.052","1.56"
"112.1604.415","2.43"
"191.0906.006","3.25"
"171.1306.042","3.29"
"191.0706.015","1.43"
"191.1906.040","3.06"
"171.1906.040","2.87"
"151.2903.847","3.21"
"181.2904.039","3.45"
"191.2503.044","3.17"
"181.0306.088","2.84"
"181.0405.004","1.71"
"191.1405.002","2.7"
"191.1205.043","2.58"
"181.1306.043","2.75"
"211.0906.070","2.18"
"181.0906.050","2.93"
"191.0606.043","3.28"
"171.1306.067","2.96"
"191.1405.043","2.34"
"161.0204.874","3.29"
"191.0105.049","3.21"
"201.0105.005","2.28"
"171.0606.054","2.73"
"211.1405.026","1.61"
"191.1205.019","3.02"
"211.1606.076","1.92"
"181.3402.015","3.48"
"082.1304.226","1.75"
"181.1205.063","2.06"
"171.2806.040","3.2"
"181.2405.038","1.86"
"181.3503.038","3.72"
"171.0405.030","3.04"
"151.0904.735","2.53"
"211.0306.015","1.74"
"211.1306.084","1.76"
"201.0506.037","0.91"
"191.2904.016","3.7"
"191.2503.035","2.92"
"111.0204.521","2.44"
"181.0804.013","3.11"
"201.0105.006","2.17"
"151.0704.821","2.53"
"191.1205.075","3.29"
"171.2405.023","3.73"
"171.2806.034","3.5"
"201.1606.033","2.87"
"132.0304.223","1.48"
"171.0506.005","3.22"
"211.3503.040","1.88"
"131.0103.421","1.38"
"181.0405.011","3.14"
"161.0904.236","2.63"
"211.0906.006","0"
"161.1104.086","3.5"
"201.0306.027","2.13"
"191.0706.020","3.31"
"191.0706.038","1.96"
"191.1006.040","3.23"
"201.1006.014","2.74"
"171.1205.082","2.8"
"191.3602.039","2.23"
"151.3601.470","3.06"
"181.0606.025","2.66"
"171.0804.035","3"
"171.1405.073","3.22"
"211.0306.060","3.15"
"171.2904.032","3.07"
"211.0804.025","0.17"
"211.0906.034","1.48"
"181.1306.035","3.76"
"171.0906.025","3.02"
"211.1006.016","2.31"
"211.1505.011","1.4"
"161.0704.014","2.45"
"161.0904.788","2.35"
"171.1306.038","3.35"
"211.0606.063","1.59"
"191.2405.022","3.34"
"171.0804.072","2.88"
"211.1306.045","1.61"
"171.1505.066","2.62"
"201.3503.005","1.13"
"161.0704.585","2.98"
"211.0306.006","1.7"
"191.1505.026","3.56"
"171.2503.039","3.09"
"141.1503.352","3.23"
"151.1503.130","3.1"
"191.1606.033","3.81"
"171.2904.023","3.26"
"211.1306.005","2.07"
"201.0405.019","2.61"
"211.1106.007","1.73"
"181.1405.050","2.86"
"191.1205.003","3.19"
"201.1906.007","3.05"
"181.2806.022","3.44"
"113.0704.011","2.67"
"211.2503.045","1.51"
"181.2904.028","3.61"
"151.1104.645","3.05"
"191.0306.021","1.94"
"211.3602.022","0.55"
"211.0105.029","1.91"
"161.1403.693","2.62"
"171.1505.008","2.99"
"191.1505.021","3.64"
"211.3402.029","1.04"
"191.1606.028","3.89"
"161.1203.134","3.02"
"161.1604.312","3.42"
"191.1006.031","2.65"
"151.0204.301","2.43"
"161.1104.624","3.36"
"171.1405.058","3.18"
"181.1405.045","2.31"
"171.0804.058","2.95"
"171.0804.092","3.23"
"171.0906.047","2.7"
"161.1403.701","3.16"
"201.0306.036","2.31"
"161.1004.631","3.3"
"132.2103.420","2.46"
"201.1205.034","2.41"
"201.1505.002","2.54"
"191.2405.001","3.65"
"181.1606.002","3.62"
"191.2904.027","3.65"
"191.3602.058","1.89"
"132.0304.216","2.09"
"201.0804.038","1.83"
"201.0804.012","2.16"
"102.0904.339","1.97"
"201.1505.005","2.17"
"181.2503.071","3.33"
"132.0503.020","2.55"
"181.3602.043","2.68"
"221.1107.021","1.51"
"151.1604.253","3.93"
"191.0506.084","0.81"
"191.0506.043","1.33"
"191.0906.040","2.99"
"171.1405.075","3.19"
"191.1405.005","3.14"
"211.1205.019","2"
"191.2405.019","3.72"
"191.1606.014","3.97"
"171.1606.038","4.12"
"191.3503.030","3.03"
"171.0306.012","2.16"
"161.0802.279","2.47"
"221.0907.030","2.17"
"181.1006.010","2.49"
"191.1405.046","3.64"
"201.3503.012","2.46"
"201.0804.021","2.44"
"211.1106.015","1.53"
"181.1205.012","2.65"
"191.3503.008","2.38"
"171.1006.034","3.21"
"191.1106.014","2.18"
"181.1405.064","2.54"
"201.0306.002","2.37"
"201.0706.021","2.34"
"132.1403.139","2.3"
"171.3602.045","2.82"
"181.0105.019","2.42"
"131.0304.385","2.56"
"132.0304.236","2.1"
"201.0206.015","1.96"
"151.0904.477","2.16"
"171.1106.025","4"
"111.1304.284","2.27"
"151.0204.749","3.37"
"211.0606.017","1.7"
"171.2405.052","2.69"
"191.1205.012","2.85"
"211.1205.038","1.44"
"211.1505.071","1.77"
"161.3502.965","3.04"
"201.2503.038","2.52"
"151.0304.681","2.6"
"121.0403.096","2.49"
"161.0605.508","2.39"
"181.1006.045","2.84"
"201.1505.022","2.52"
"211.2904.015","3.24"
"161.0605.516","2.81"
"171.0804.017","2.88"
"191.1006.036","3.39"
"201.1205.014","2.58"
"181.1205.023","2.73"
"171.1505.003","2.75"
"161.1604.321","3.18"
"141.0304.389","2.09"
"161.0904.249","2.64"
"201.1006.008","2.73"
"211.1205.061","2"
"081.1803.630","1.95"
"211.1306.047","1.88"
"211.0804.081","1.65"
"181.0706.067","3.09"
"211.1306.007","1.74"
"171.2806.018","3.33"
"132.3501.500","2.64"
"151.3601.460","2.68"
"191.0804.055","2.14"
"201.0405.018","2.44"
"141.1503.323","3.16"
"191.1205.072","2.45"
"141.1403.270","2.3"
"191.3402.031","1.93"
"211.2904.025","1.64"
"201.3602.005","1.79"
"131.0503.112","2.26"
"111.0904.412","1.95"
"181.1906.032","3.71"
"171.2806.017","2.09"
"132.3501.508","2.56"
"161.3401.945","2.88"
"112.2103.477","2.13"
"191.0405.019","2.91"
"211.0706.016","1.38"
"201.1606.010","2.93"
"211.1606.010","1.79"
"211.2503.040","1.69"
"211.0804.078","1.71"
"151.0505.027","2.7"
"171.1306.065","2.85"
"211.1906.010","1.69"
"181.2806.038","3.64"
"111.1004.186","1.45"
"211.0405.033","1.63"
"211.1205.004","1.6"
"171.1205.012","2.89"
"101.0103.358","2.39"
"081.2702.595","2.16"
"161.0605.518","2.83"
"211.0906.125","2.96"
"111.0904.431","1.96"
"211.0606.007","1.31"
"101.0503.061","2.42"
"151.0704.495","2.88"
"181.0804.003","3.1"
"161.1304.164","2.99"
"181.1205.045","3.33"
"211.0906.060","0.08"
"191.1405.035","3.45"
"191.0206.032","3.1"
"191.0706.017","3.09"
"171.3402.016","3.78"
"132.1503.192","2.78"
"201.1606.026","3.8"
"171.2405.021","3.41"
"211.1306.027","1.94"
"191.2904.020","3.75"
"171.0105.019","2.75"
"161.0605.504","2.3"
"151.0904.731","2.2"
"181.0606.037","2.51"
"171.1205.023","2.96"
"201.2806.030","2.97"
"171.2806.055","2.8"
"211.3503.021","1.43"
"191.1606.041","3.87"
"122.3401.607","3.29"
"211.1405.028","1.61"
"211.3503.017","1.8"
"171.0506.043","2.98"
"191.0804.087","0.54"
"201.1405.003","2.25"
"191.1505.044","3.13"
"211.2405.010","1.75"
"211.0906.030","1.57"
"171.1106.021","3.77"
"151.0204.746","3.05"
"171.1606.054","3.62"
"211.0906.098","1.56"
"211.0206.023","0.13"
"211.0405.016","1.42"
"181.1405.003","3.23"
"161.0204.335","2.85"
"181.0706.037","3.04"
"211.1006.005","1.76"
"171.2503.032","2.97"
"191.3402.024","3.8"
"181.0906.009","2.91"
"211.1405.058","1.6"
"211.1205.024","1.65"
"181.1205.059","3.21"
"161.0605.514","2.73"
"131.0704.058","2.66"
"181.0706.030","1.51"
"121.1004.190","1.76"
"171.2806.013","3.46"
"201.2806.022","2.97"
"171.1606.042","3.89"
"211.2904.046","1.6"
"161.1104.097","3.55"
"191.0804.071","2.21"
"201.0906.068","2.31"
"171.0906.044","2.96"
"191.1405.062","2.35"
"181.1205.030","3.15"
"201.1505.007","0.12"
"00.0074.8.AL","1.97"
"141.0605.044","2.76"
"181.1405.038","3.28"
"181.1405.052","3.36"
"151.1004.886","3.28"
"161.1304.169","2.62"
"201.1606.013","2.94"
"211.2904.008","1.7"
"161.1604.311","3.65"
"211.0105.026","0.82"
"211.1205.054","0.82"
"181.0906.019","2.77"
"191.1906.047","3.32"
"191.3402.011","2.7"
"191.0405.068","3.44"
"131.0503.105","2.6"
"171.0306.055","2.84"
"161.0605.506","2.96"
"181.0906.052","2.92"
"151.1104.633","3.31"
"191.0306.081","2.42"
"191.1205.033","2.6"
"191.1306.042","3.78"
"161.1604.326","3.54"
"181.0306.068","2.82"
"181.1006.023","3.15"
"191.2806.037","3.53"
"191.3402.021","3.41"
"211.3602.061","1.33"
"191.1205.001","2.73"
"191.0606.057","3.07"
"141.1503.330","3.25"
"191.3602.010","2.36"
"211.0606.045","1.56"
"161.0704.564","2.49"
"201.0804.033","2.38"
"151.0204.742","3.43"
"171.2503.053","2.11"
"141.2403.599","2.71"
"211.3503.025","1.55"
"171.0105.006","2.94"
"171.0306.004","2.81"
"181.1405.019","3.22"
"171.1205.061","2.8"
"091.0403.080","2.36"
"201.0606.032","2.66"
"171.0706.088","2.88"
"211.0804.046","1.52"
"171.1306.062","2.83"
"191.1405.038","3.77"
"201.1405.001","2.17"
"171.3503.016","3.11"
"211.3503.033","1.95"
"101.0904.392","2.29"
"05.1062.5.AC","1.42"
"171.1205.004","3.55"
"151.3601.443","3.1"
"131.2103.597","2.58"
"101.0304.325","0.97"
"201.2105.009","3.1"
"171.2503.006","2.52"
"191.2806.042","3.75"
"161.1604.864","3.08"
"201.2904.020","2.64"
"191.3503.042","3.1"
"181.0105.036","2.43"
"211.3602.030","1.59"
"151.0304.460","2.42"
"171.0306.009","2.59"
"201.1306.039","2.58"
"181.0306.001","2.81"
"211.2503.056","1.36"
"171.0804.041","3"
"171.1106.015","3.72"
"171.1405.029","3.13"
"092.1004.122","2.59"
"171.1205.083","3.12"
"211.1306.061","1.62"
"171.1906.026","3.11"
"211.2405.020","1.71"
"131.1503.346","2.66"
"181.3402.019","2.86"
"191.3602.020","2.39"
"201.0606.035","2.05"
"131.0704.074","2.72"
"211.0706.040","1.32"
"191.1205.068","3.4"
"171.1205.086","3.35"
"171.1505.037","2.79"
"191.3402.044","2.83"
"171.1606.044","3.82"
"181.3602.050","2.35"
"191.2904.006","3.73"
"171.0606.027","2.95"
"211.0804.085","0.73"
"171.1306.024","3.18"
"191.1405.050","2.44"
"201.1205.013","2.43"
"211.1606.012","1.7"
"201.3503.015","1.49"
"171.0706.070","2.98"
"191.2405.013","3.89"
"191.2503.034","2.98"
"151.2903.837","3.56"
"211.0906.109","1.7"
"191.3402.005","3.52"
"171.0105.016","3.43"
"211.2904.044","1.6"
"171.0804.046","2.98"
"161.0904.806","2.86"
"171.1006.061","2.97"
"181.1606.023","3.53"
"201.3503.027","2.44"
"151.0304.163","2.33"
"112.0204.439","2.38"
"161.0605.543","2.89"
"181.1306.063","3.39"
"211.0306.016","1.9"
"161.1905.897","3.24"
"191.2405.007","2.95"
"171.2806.054","3.23"
"171.0105.009","2.43"
"112.0304.292","2.11"
"161.0802.817","2.6"
"201.0906.005","2.4"
"151.0304.142","2.43"
"191.1306.009","3.35"
"161.2903.909","3.22"
"201.2503.031","2.23"
"211.1205.018","1.83"
"171.3602.055","3.07"
"131.0204.585","2.25"
"191.3503.022","3.23"
"211.0105.024","1.88"
"171.0206.019","2.88"
"191.0706.007","3.36"
"161.0802.812","1.19"
"211.0906.119","1.45"
"201.1106.016","2.7"
"201.1405.017","2.31"
"191.0105.031","2.51"
"191.0606.004","3.13"
"141.1403.247","2.9"
"211.1606.078","2.09"
"181.1606.018","4.16"
"161.2903.384","2.04"
"181.1205.061","2.86"
"201.1306.037","2.51"
"171.0706.083","2.79"
"161.1604.316","3.27"
"211.2503.011","3.08"
"122.2103.493","1.31"
"191.1106.016","2.65"
"191.0306.007","2.66"
"86.0132.5.AC","2.4"
"191.1306.008","2.86"
"171.2503.063","2.93"
"122.0403.036","2.35"
"161.1403.152","2.94"
"201.3402.005","2.57"
"211.0906.043","2.67"
"181.0906.026","3.01"
"181.1606.059","3.6"
"121.2403.627","2.53"
"211.2405.009","1.88"
"181.2806.053","3.02"
"191.3402.054","3.69"
"211.1606.073","2.01"
"211.0906.010","2.19"
"211.1405.021","1.72"
"211.0206.027","2.01"
"191.0606.014","2.76"
"191.0804.046","1.19"
"211.0804.024","1.37"
"191.0906.067","2.7"
"151.0802.241","2.33"
"05.1002.9.FC","1.9"
"141.1104.145","2.97"
"171.2806.041","3.09"
"201.3402.015","2.23"
"211.3503.046","1.78"
"181.3503.001","3"
"122.0304.301","2.48"
"211.0405.025","1.85"
"171.0206.005","3.07"
"191.0306.017","2.5"
"201.0306.020","1.53"
"201.3602.016","1.44"
"211.3602.038","1.1"
"161.0103.232","2.64"
"201.0206.009","1.75"
"171.0206.015","2.88"
"211.0906.019","1.55"
"161.1104.090","3.29"
"131.1403.273","2.35"
"201.0306.025","1.95"
"211.0706.032","1.48"
"181.1606.027","3.97"
"211.0506.021","1.47"
"211.2904.001","1.83"
"211.1405.051","1.93"
"211.0105.031","1.59"
"191.0206.035","2.29"
"211.1205.013","2.31"
"211.1606.072","1.92"
"201.2405.001","2.56"
"211.1606.045","1.87"
"171.0606.023","2.84"
"191.1205.027","3.38"
"191.2806.026","3.38"
"211.1606.005","1.76"
"151.2403.547","2.72"
"211.3402.041","1.27"
"201.0405.010","2.73"
"161.1104.075","3.54"
"191.1405.067","2.72"
"171.1205.016","2.97"
"191.1306.063","3.7"
"171.1906.019","3.68"
"181.2806.055","3.42"
"211.3602.049","0.57"
"132.0904.305","2.27"
"201.1106.001","2.73"
"151.3502.470","2.66"
"181.3402.040","1.95"
"181.3602.017","3.34"
"201.3602.006","1.5"
"201.0206.019","2.13"
