"Alumno","Indicador 22"
"211.0804.058","1.54"
"141.0904.440","2.09"
"211.0606.004","1.66"
"211.1505.057","1.51"
"201.1505.036","2.72"
"191.1505.089","3.1"
"171.2405.038","3.15"
"161.1203.144","2.83"
"211.0706.037","0"
"131.0503.089","2.52"
"191.1106.018","3.95"
"131.1403.275","2.74"
"211.0706.024","1.59"
"211.1306.038","1.81"
"171.2806.008","3.25"
"171.0606.001","2.29"
"211.0706.038","1.97"
"181.2405.042","3.23"
"161.2403.392","3.1"
"171.2806.050","3.83"
"151.0704.809","2.91"
"181.0906.002","2.97"
"171.1405.038","3.03"
"171.1006.054","3.54"
"211.1306.081","1.77"
"122.1503.268","2.63"
"181.1906.013","3.67"
"171.2806.007","3.45"
"03.0901.2.A4","2.78"
"181.1306.016","2.38"
"181.2806.016","3.36"
"161.2903.911","3.46"
"151.0103.473","2.72"
"151.1604.265","0.95"
"181.1306.076","3.61"
"191.0706.022","2.9"
"171.1006.022","3.34"
"201.1006.015","2.78"
"201.1505.034","2.71"
"211.1906.038","1.34"
"132.2603.428","3.21"
"211.1405.030","1.59"
"171.1906.041","3.26"
"171.2503.022","1.45"
"191.3602.031","2.47"
"191.3503.045","3.25"
"171.0606.057","3.01"
"211.0906.041","1.46"
"191.0706.060","2.72"
"151.0304.168","2.29"
"211.0405.032","3"
"211.0405.044","2.75"
"151.0103.196","2.7"
"151.0704.819","2.49"
"181.0906.012","3.01"
"171.1205.064","2.65"
"211.2806.003","1.88"
"171.3503.047","3.25"
"211.1306.016","1.64"
"191.2904.037","3.42"
"171.0206.012","3.28"
"211.0405.009","1.54"
"181.1106.003","3.44"
"181.1006.043","3.74"
"161.2903.389","3.32"
"171.3602.004","3.08"
"122.0304.285","2.32"
"171.0405.029","2.93"
"171.0804.085","2.99"
"171.1205.088","1.6"
"211.2405.037","1.8"
"062.0502.518","2.49"
"171.0606.011","3.21"
"211.1106.031","1.62"
"171.1405.017","3"
"211.0606.029","1.7"
"161.0704.561","2.55"
"101.1004.162","2.25"
"151.1004.885","3.04"
"171.1205.075","2.88"
"211.1306.042","1.58"
"131.1503.342","2.65"
"181.1906.052","3.75"
"191.0804.009","2.76"
"191.0804.044","2.58"
"161.1104.071","3.37"
"151.1503.140","3.3"
"211.1306.002","1.7"
"171.3503.065","3.24"
"171.1606.069","3.67"
"78.0057.1.AA","0.81"
"161.0904.251","2.23"
"141.1004.178","2"
"211.1405.034","1.82"
"141.1203.211","3.39"
"201.1906.005","2.89"
"161.2903.919","3.43"
"181.1606.025","3.94"
"161.1604.310","3.41"
"211.0804.060","0"
"191.0804.037","0.8"
"191.0506.046","2.48"
"191.0606.066","3.09"
"061.0709.482","1.7"
"161.1403.712","2.74"
"191.1205.053","3.44"
"211.1606.051","1.66"
"181.2503.059","3.16"
"211.1306.044","1.68"
"211.3503.002","1.68"
"081.2502.520","2.14"
"171.3503.044","3.31"
"211.3402.040","1.58"
"211.1606.007","1.72"
"211.1306.004","1.63"
"211.1405.033","1.71"
"191.0206.038","3.2"
"201.0405.031","2.63"
"171.0706.036","2.92"
"211.1405.010","1.61"
"201.1306.011","1.92"
"211.1505.018","1.79"
"191.2405.017","3.43"
"171.2405.004","3.09"
"211.0804.030","1.62"
"191.0804.079","2.75"
"191.1405.055","3.55"
"191.3402.047","3.36"
"211.3503.012","1.71"
"181.3602.035","2.31"
"211.1306.019","1.67"
"131.0403.131","1.51"
"171.0706.091","2.36"
"191.0804.082","3"
"171.1405.049","3.13"
"171.1906.046","3.59"
"181.1606.052","4.12"
"171.3503.036","2.96"
"092.1004.121","1.82"
"211.2105.002","2.23"
"201.0606.028","2.16"
"151.0704.814","2.74"
"181.1006.025","2.11"
"102.0605.027","2.19"
"171.1205.093","3"
"191.1505.073","3.41"
"171.3503.057","3.33"
"171.1606.048","3.67"
"211.0906.117","1.63"
"211.0606.039","1.66"
"161.0605.002","2.95"
"211.1306.022","1.52"
"201.2405.008","2.74"
"211.0206.015","2.86"
"191.0706.036","3.1"
"131.2502.164","2.39"
"151.3601.538","2.89"
"181.0506.016","2.26"
"201.0906.047","2.43"
"181.1306.081","3.37"
"161.1503.747","2.6"
"211.1906.016","1.58"
"151.1503.126","3.29"
"191.3503.009","3.1"
"211.1306.073","1.85"
"201.2405.013","2.85"
"201.2105.012","2.82"
"161.3502.968","2.92"
"211.1306.076","1.68"
"181.3602.025","2.23"
"161.0802.288","2.87"
"171.1205.018","2.47"
"181.2503.062","2.94"
"181.3402.017","3.66"
"211.1306.052","1.8"
"151.1104.658","3.58"
"191.1405.026","3.08"
"181.1205.039","3.02"
"181.1205.050","3.22"
"211.1906.045","2.07"
"181.2904.050","3.63"
"171.1006.013","1.29"
"181.1405.058","3.44"
"101.1203.179","2.09"
"181.1606.009","3.64"
"171.3503.004","3.23"
"211.0804.027","1.53"
"201.0906.055","2.36"
"211.1505.027","1.88"
"181.1906.019","3.72"
"112.1803.512","2.12"
"171.2405.033","3.03"
"122.2502.068","1.96"
"161.0605.535","3.11"
"171.1606.022","3.34"
"191.2503.047","2.31"
"181.0105.045","2.88"
"181.0606.059","2.88"
"181.1106.033","2.79"
"181.1405.032","3.3"
"221.1607.045","3.4"
"181.2904.040","3.75"
"171.2904.036","2.39"
"211.3602.041","0.86"
"191.0606.036","3.18"
"171.0706.094","2.86"
"201.0906.070","1.88"
"211.0706.039","1.57"
"171.1205.067","2.95"
"191.2405.020","2.18"
"111.2603.543","2.07"
"181.2806.001","3.29"
"191.2503.032","2.84"
"171.0804.069","3.08"
"132.0904.288","2.03"
"181.1006.029","3.66"
"211.0906.107","1.65"
"211.0206.005","0.05"
"171.0405.014","2.94"
"171.0606.046","2.79"
"211.1106.033","1.63"
"201.0306.009","1.88"
"191.1006.007","2.88"
"161.1503.192","3.1"
"151.0704.826","2.55"
"181.1606.016","2.75"
"211.2904.004","1.74"
"151.0605.471","2.64"
"201.2806.015","2.84"
"191.2405.003","3.63"
"161.1604.845","3.49"
"211.2904.016","1.54"
"181.0906.061","3.5"
"191.1106.027","3.93"
"181.1306.020","3.53"
"191.0706.033","2.64"
"161.3601.444","3.37"
"211.2503.016","1.66"
"132.0304.229","2.29"
"201.0606.027","2.27"
"181.0906.043","1.83"
"211.1505.049","1.83"
"191.1906.001","3.69"
"181.2503.028","3.35"
"181.2806.041","3.11"
"161.0304.222","2.73"
"181.0606.028","3.26"
"092.0704.049","1.46"
"191.0804.051","2.26"
"181.0906.015","2.94"
"181.1306.062","3.42"
"101.1004.160","2.14"
"211.3602.010","1.44"
"211.1205.010","1.6"
"181.0306.042","1.1"
"191.1205.047","3.56"
"201.1906.011","2.97"
"161.1604.324","3.13"
"161.3601.976","2.76"
"181.1405.007","2.77"
"191.0306.003","3.1"
"211.1306.083","1.6"
"151.0403.044","3.58"
"191.2503.067","2.85"
"211.2904.026","1.76"
"211.2904.029","1.58"
"211.2105.012","1.76"
"181.0206.038","2.75"
"211.0405.012","1.62"
"141.0605.008","2.28"
"181.0606.027","3.23"
"121.0605.013","3.27"
"181.0306.047","2.8"
"141.0403.108","2.69"
"171.0206.028","3.1"
"171.1106.030","3.59"
"181.1306.080","3.46"
"201.1606.032","2.78"
"131.0503.097","2.4"
"201.0405.034","1.92"
"181.0906.059","2.7"
"171.1106.017","3.62"
"191.1106.005","2.76"
"151.1403.496","2.54"
"211.0606.048","1.53"
"171.1006.012","3.37"
"171.1505.057","3.62"
"191.1505.024","3.61"
"211.2405.042","1.73"
"151.0304.157","2.52"
"211.0206.024","1.54"
"161.0403.024","3.24"
"151.0704.804","2.75"
"211.1006.017","1.72"
"171.3503.038","2.58"
"211.1606.021","1.63"
"092.1604.369","2.82"
"211.0105.005","2.75"
"191.0405.076","1.64"
"191.0606.033","2.77"
"211.0706.007","1.56"
"191.1306.022","3.3"
"161.1604.323","3.17"
"181.1606.047","3.56"
"171.0706.071","2.72"
"201.0906.024","2.01"
"201.1405.034","2.07"
"141.0605.018","1.1"
"161.0704.011","2.68"
"191.1606.021","3.95"
"211.3503.044","1.71"
"132.0103.258","2.56"
"201.3602.023","1.84"
"151.0704.008","2.64"
"181.1306.014","3.08"
"181.2503.009","2.99"
"191.1606.070","3.93"
"171.0804.045","1.77"
"191.3602.015","1.81"
"171.1606.059","3.38"
"161.0304.220","2.59"
"171.0506.024","2.93"
"181.0606.055","3.12"
"161.0802.264","3.1"
"161.0904.789","2.77"
"221.1107.025","2.1"
"211.3503.010","1.62"
"161.0704.583","2.89"
"211.1006.001","1.93"
"131.1304.320","2.43"
"132.0204.396","2.81"
"171.0606.037","3.17"
"211.0606.058","0"
"211.1906.048","1.76"
"171.1906.013","3.33"
"132.0304.239","2.34"
"181.0804.005","2.6"
"211.0804.076","1.8"
"151.1004.893","2.77"
"201.1505.004","2.52"
"211.1906.008","1.67"
"211.2806.023","1.6"
"122.0304.312","1.65"
"171.0206.024","2.78"
"181.0804.015","3.15"
"181.1306.008","3.69"
"191.0306.005","2.03"
"091.3401.560","2.93"
"171.3503.035","2.49"
"171.0804.057","2.97"
"181.2503.049","2.36"
"171.2503.048","2.93"
"191.1606.054","3.86"
"201.2503.027","1.75"
"181.2904.065","3.62"
"181.3503.014","2.69"
"191.0706.012","2.93"
"211.0306.025","1.42"
"161.1004.632","3.14"
"211.1306.092","2.17"
"211.3503.023","0.57"
"181.0105.033","1.96"
"191.0606.050","2.27"
"211.1405.049","1.6"
"181.0606.023","0.76"
"171.1505.048","2.88"
"211.1906.039","0.97"
"201.0506.011","2.75"
"211.3602.032","0.7"
"03.0315.4.AH","2.12"
"161.1403.156","2.55"
"181.1006.036","3.68"
"211.1405.009","0"
"082.0704.042","1.94"
"211.1106.001","1.64"
"211.1405.012","2.41"
"191.0306.015","2.36"
"181.1205.006","2.52"
"191.1505.017","3.14"
"171.1505.044","3.16"
"211.1906.023","1.98"
"201.2503.021","2.18"
"171.3602.020","3.06"
"101.0204.476","2.31"
"211.3402.033","1.67"
"211.3402.059","1.46"
"201.0804.040","0.92"
"211.1006.012","2.06"
"181.0804.051","3.02"
"201.0706.027","2.34"
"171.1205.052","3.2"
"171.2503.037","3.05"
"102.0304.302","2.29"
"201.0906.042","2.46"
"191.0906.027","1.38"
"201.1205.008","2.32"
"171.1606.005","3.37"
"191.2503.041","2.44"
"161.2903.914","2.95"
"181.0606.050","2.54"
"181.0804.032","1.27"
"181.1906.017","3.75"
"211.1606.046","1.76"
"211.1906.053","1.53"
"191.3602.004","1.55"
"161.0403.028","3.14"
"211.1306.078","1.91"
"211.1306.030","1.63"
"211.1606.006","0.39"
"171.3602.038","3.12"
"181.0105.044","3.33"
"131.2103.593","2.63"
"181.0906.036","2.79"
"201.0906.009","2.47"
"181.1205.052","3.25"
"191.1306.021","3.33"
"191.1906.024","3.89"
"181.1906.018","3.8"
"191.2806.010","3.59"
"201.2503.001","0.83"
"191.1306.081","3.76"
"171.0706.079","2.58"
"132.1604.368","2.72"
"161.2502.043","1.4"
"151.2105.322","2.7"
"201.0405.023","2.37"
"211.1405.029","1.58"
"181.0706.045","2.88"
"211.1906.019","1.39"
"191.1606.063","4"
"161.0605.546","2.71"
"072.0811.149","3.29"
"211.1106.021","1.9"
"181.1405.001","3.75"
"121.0704.051","1.75"
"191.2405.006","3.5"
"211.0405.040","1.34"
"161.1604.313","3.34"
"211.2503.006","1.48"
"191.1006.032","3.09"
"211.2405.015","1.84"
"171.2405.048","3.31"
"181.2806.057","3.36"
"161.0304.208","2.56"
"171.0804.006","2.98"
"161.1403.147","1.34"
"171.1405.045","3.28"
"092.0204.397","0.55"
"211.0206.010","1.83"
"211.3402.034","1.67"
"211.3602.073","1.24"
"211.1306.032","1.51"
"211.1405.059","1.62"
"181.1205.017","3.23"
"161.1503.195","2.96"
"181.3503.034","3.44"
"171.1606.024","3.44"
"181.0206.040","3.05"
"211.0606.053","1.68"
"191.1205.094","3.28"
"221.1107.022","3.25"
"171.1306.068","3.42"
"191.0706.057","3.17"
"161.1203.646","2.92"
"211.1606.026","1.82"
"191.0405.008","3.32"
"211.1306.010","1.8"
"191.1906.017","3.91"
"04.5146.7.A4","2.51"
"181.3503.024","2.95"
"191.0506.017","1.45"
"122.3401.603","3.4"
"141.0304.386","2.47"
"151.0704.820","2.59"
"171.0804.016","3.09"
"181.1405.005","3.21"
"161.2502.063","3.02"
"211.0405.017","1.13"
"191.1606.044","3.69"
"191.0706.021","2.28"
"072.0125.325","1.78"
"161.3502.957","2.69"
"97.0572.6.SL","2.13"
"181.2405.018","3.31"
"181.2904.067","2.98"
"161.0605.538","3.01"
"161.0802.295","2.72"
"191.1405.009","3.48"
"211.0706.048","1.45"
"211.1505.037","1.72"
"211.1606.056","1.74"
"141.1403.264","2.94"
"132.1403.135","2.15"
"211.1306.088","1.74"
"211.3402.053","0.05"
"191.0706.002","3.2"
"211.2806.004","1.51"
"102.0304.287","2.03"
"201.1205.025","2.24"
"211.3402.054","1.74"
"171.0706.099","2.69"
"131.0403.119","2.69"
"171.0804.042","2.96"
"171.1405.069","2.92"
"181.1306.070","3.17"
"181.2405.031","3.51"
"181.1006.021","3.61"
"181.3402.016","3.37"
"181.3503.057","3.62"
"111.0503.065","2.65"
"191.0405.078","3.35"
"181.0606.048","3.18"
"122.0802.399","2.46"
"171.0906.055","2.62"
"171.1606.035","3.78"
"161.2805.371","3.38"
"191.0105.045","3.38"
"131.0304.408","2.21"
"181.3503.007","1.05"
"161.1403.160","3.01"
"211.3402.020","1.58"
"171.0804.061","3.03"
"181.0906.039","1.19"
"171.1205.057","3.05"
"171.1505.080","3.38"
"191.1606.058","4.03"
"201.2503.013","2.22"
"191.2503.065","2.11"
"01.0234.8.AN","1.9"
"131.0503.104","1.89"
"211.0706.052","1.31"
"181.1306.082","3.85"
"211.1505.017","1.63"
"181.1606.005","4.13"
"181.2405.034","2.56"
"201.0105.023","2.31"
"171.0206.007","2.02"
"141.0704.056","2.58"
"191.0804.041","2.71"
"201.0906.006","2.32"
"181.0706.007","2.7"
"171.2806.053","3.33"
"201.0506.016","0.38"
"071.1016.186","3.14"
"132.2403.469","2.68"
"151.3601.474","3.02"
"191.2904.032","3.29"
"191.3602.055","1.98"
"171.0506.045","2.96"
"171.0706.100","2.42"
"181.3402.026","3.43"
"181.2405.027","3.51"
"171.0306.006","2.77"
"171.0706.110","3.05"
"04.0525.8.AH","2.22"
"132.3501.522","2.79"
"211.1306.094","1.3"
"211.1606.031","1.87"
"171.2405.011","3.38"
"171.1606.014","3.4"
"211.2503.010","1.65"
"191.2503.007","3.16"
"191.2904.010","3.61"
"091.0103.351","2.33"
"191.0506.097","2.61"
"111.2502.102","2.04"
"211.1405.044","1.6"
"161.2403.942","3.04"
"171.0206.017","2.91"
"171.0804.096","2.78"
"191.0804.016","3.24"
"211.1106.014","1.56"
"191.1106.007","3.66"
"211.1405.004","1.6"
"181.0706.017","3.12"
"171.0906.034","3.09"
"171.2405.022","3.33"
"201.3402.038","2.67"
"211.1006.021","1.92"
"141.0304.359","1.78"
"191.0405.026","3.39"
"141.0204.539","2.55"
"00.0600.N.AD","2.08"
"211.1906.028","1.76"
"201.1606.001","2.84"
"201.1306.045","2.35"
"171.0306.016","2.43"
"161.0802.275","2.69"
"171.1106.055","3.48"
"171.0706.021","2.79"
"201.1306.005","2.41"
"151.0103.187","2.74"
"211.0906.095","0.54"
"151.2105.315","2.69"
"171.0306.059","2.95"
"191.1606.002","3.95"
"191.0606.022","3.04"
"161.0904.258","2.97"
"161.1304.727","3.62"
"181.0706.070","3.01"
"161.1004.635","3.5"
"171.1205.042","2.96"
"121.1403.235","2.72"
"161.1604.865","3.4"
"171.0306.018","2.46"
"161.0304.757","2.83"
"171.0405.003","3.24"
"201.0906.057","2.19"
"201.1205.026","2.33"
"211.2405.044","1.82"
"181.3402.036","3.12"
"191.1606.001","3.83"
"201.2904.006","2.77"
"211.2503.047","1.59"
"171.0804.031","2.51"
"082.2502.083","2.3"
"161.1403.678","3.37"
"171.1205.025","2.69"
"181.1205.018","1.78"
"191.2806.023","3.43"
"211.3602.051","0"
"211.0105.028","1.82"
"191.1405.065","2.95"
"171.1205.092","2.97"
"191.1306.030","3.23"
"191.2806.016","1.73"
"171.3503.060","3.12"
"171.1606.021","2.56"
"191.3402.042","3.54"
"151.0904.206","2.23"
"181.0306.022","2.43"
"191.0606.061","2.03"
"191.0706.025","3.28"
"191.1306.002","3.12"
"211.1505.053","1.64"
"141.2403.619","2.63"
"201.2806.014","3.02"
"181.1606.062","3.33"
"211.1606.011","1.63"
"181.1306.026","0"
"191.0405.049","4.03"
"201.0804.042","1.25"
"161.0904.237","1.29"
"191.0906.026","3.39"
"092.1104.096","2.47"
"181.1306.012","3.61"
"211.1405.024","1.43"
"191.0306.023","2.94"
"181.0306.008","2.43"
"171.2806.024","2.94"
"211.1606.063","1.86"
"171.0405.013","3.05"
"181.0306.082","2.18"
"171.0706.118","2.84"
"201.0706.004","2.36"
"201.1205.029","2.27"
"191.1205.092","2.62"
"161.1604.327","3.4"
"131.0103.423","2.2"
"161.1503.187","3.12"
"201.1606.021","2.77"
"211.3503.034","2.01"
"171.1606.002","3.71"
"181.1606.029","4.01"
"171.3602.007","2.31"
"211.1405.023","1.51"
"201.1306.025","2.41"
"161.1503.751","3"
"191.3503.059","3.3"
"132.2502.060","2.72"
"131.1104.192","2.6"
"181.0306.087","2.2"
"211.1306.034","1.7"
"171.1505.010","2.48"
"191.0804.057","3.1"
"181.0906.034","1.95"
"101.0904.398","1.8"
"211.1405.054","1.74"
"191.3402.012","3.45"
"171.0105.012","3.05"
"181.0306.018","2.73"
"181.0606.039","2.83"
"151.0704.806","2.72"
"082.0904.334","1.63"
"141.0904.442","1.59"
"181.1306.072","3.89"
"191.1006.028","2.87"
"171.2806.030","3.48"
"161.3401.419","3.16"
"211.1606.062","1.87"
"211.0706.027","1.75"
"181.0306.041","2.67"
"211.0804.070","1.65"
"171.1405.027","2.71"
"211.1405.053","1.53"
"211.0206.021","2.07"
"191.0306.057","2.42"
"171.1205.085","3.19"
"171.2806.025","3.59"
"161.3502.424","2.94"
"201.2904.026","2.67"
"171.0506.050","1.47"
"191.1106.025","2.61"
"201.1405.019","2.2"
"191.1405.036","3.5"
"171.0706.056","2.67"
"211.0706.028","1.06"
"171.3402.021","3.33"
"201.2503.007","1.99"
"181.0105.016","2.46"
"191.1405.039","3.51"
"161.1403.708","2.95"
"171.1205.053","2.67"
"211.3503.029","2.02"
"211.2105.021","2.63"
"171.0506.033","2.91"
"071.0507.454","1.65"
"211.2503.020","1.61"
"122.0304.305","1.83"
"161.0605.533","3"
"201.0906.013","1.61"
"211.0606.049","1.79"
"191.1205.080","3.18"
"211.0206.025","0.13"
"181.1306.031","3"
"201.1405.005","2.02"
"181.1405.012","3.07"
"191.0706.050","1.9"
"191.1306.048","3.03"
"181.1505.062","3.17"
"211.2405.005","1.5"
"171.3503.037","3.04"
"191.2503.045","2.79"
"191.3402.022","1.15"
"111.0304.342","2.26"
"151.0605.698","2.46"
"211.0906.103","1.64"
"211.0706.013","1.14"
"191.1306.076","3.89"
"171.2503.001","2.69"
"201.0405.002","0.83"
"181.0804.058","3.2"
"191.0906.022","3.3"
"131.1304.326","2.22"
"191.1205.069","3.23"
"161.1503.742","3.26"
"211.2503.061","1.19"
"211.0105.012","1.94"
"141.0704.048","2.84"
"211.0906.047","1.59"
"191.0906.003","2.25"
"191.1606.047","3.89"
"191.3503.013","1.96"
"99.0378.6.EO","2"
"191.1505.083","3.49"
"191.1906.048","4.12"
"181.2806.025","3.44"
"211.2806.031","1.73"
"121.0904.408","1.76"
"071.0507.451","1.94"
"112.0904.363","1.85"
"101.1304.264","2.6"
"201.3503.014","2.44"
"171.0306.031","3.08"
"201.0405.012","2.28"
"111.0704.052","2.39"
"211.0906.113","1.53"
"151.2403.470","3.15"
"181.3602.018","3.29"
"211.0306.068","3.5"
"062.0721.204","1.36"
"201.1906.030","2.93"
"181.3602.029","2.1"
"171.0405.031","3.18"
"191.0405.004","3.51"
"191.0906.013","1.08"
"191.1405.021","3.46"
"211.1205.045","1.56"
"191.2806.044","1.55"
"171.3503.007","3.02"
"181.2405.016","3.23"
"161.0103.228","2.7"
"141.0403.107","2.29"
"161.0605.555","2.86"
"211.0906.078","1.45"
"171.1106.003","3.66"
"211.1106.009","1.45"
"191.1405.081","3.22"
"201.1405.025","2.25"
"211.1205.005","1.61"
"181.1205.009","3.28"
"112.0103.297","2.8"
"201.0405.021","2.28"
"211.0906.124","1.43"
"201.1106.019","2.44"
"181.1006.039","3.01"
"132.1304.152","2.37"
"122.0904.390","2"
"191.1205.010","2.23"
"181.1505.058","2.05"
"161.3502.438","3.18"
"171.3503.010","3.16"
"211.2503.019","1.79"
"191.0606.056","3.11"
"161.0704.574","2.66"
"191.1505.034","3.38"
"171.1505.067","3.29"
"171.2405.044","2.97"
"161.2903.383","3.3"
"161.1604.851","3.44"
"211.3602.028","0.53"
"201.3602.035","2.42"
"122.0304.296","2.28"
"101.0704.034","2.05"
"171.1306.054","2.88"
"211.0706.003","1.36"
"191.1306.007","2.04"
"211.3402.011","1.56"
"171.3503.018","1.54"
"181.1405.049","2.96"
"191.1205.036","3.29"
"201.2806.018","2.78"
"171.3503.020","3.04"
"211.3503.006","1.69"
"161.2403.940","2.98"
"211.1306.099","1.96"
"151.2903.382","2.97"
"211.0105.002","1.95"
"191.1405.068","3.33"
"191.1405.084","2.34"
"181.0306.027","2.37"
"211.1505.039","1.74"
"171.1906.018","3.21"
"211.2904.050","1.61"
"191.0906.055","1.63"
"181.0906.023","1.56"
"191.0306.029","2.64"
"171.1606.032","3.14"
"211.3402.047","1.75"
"121.0403.092","2.44"
"151.0605.481","2.74"
"191.0606.059","3.3"
"191.0804.076","3.13"
"211.1505.023","1.71"
"181.3402.008","3.71"
"171.0804.054","2.9"
"191.2806.048","3.75"
"211.3402.001","1.67"
"151.3601.446","1.91"
"191.0606.018","2.33"
"131.0904.460","2.44"
"191.0306.067","2.35"
"181.1006.018","3.26"
"161.3502.437","2.86"
"171.0906.017","2.68"
"141.1503.354","2.53"
"191.1205.070","3.25"
"191.1505.013","3.52"
"211.3602.079","1.5"
"091.1503.290","2.43"
"101.0503.073","1.83"
"211.0606.011","1.22"
"171.1006.029","3.26"
"191.1205.028","2.64"
"191.1606.045","4.04"
"161.0204.878","3.05"
"191.0804.043","3.23"
"171.1306.076","1.67"
"151.0204.310","3.12"
"211.0206.031","2.15"
"191.0306.046","2.55"
"191.0706.044","2.68"
"191.1306.032","3.08"
"211.1606.043","1.84"
"161.1604.849","3.49"
"211.3602.019","1.35"
"211.2105.001","1.83"
"161.0605.559","1.52"
"171.2904.044","2.34"
"181.1606.053","3.71"
"191.1606.031","3.96"
"211.1606.003","1.77"
"211.1606.089","1.91"
"181.3402.023","3.17"
"201.0606.019","2.35"
"191.0306.012","2.56"
"171.0706.066","2.68"
"171.2503.034","3.02"
"171.1606.011","2.81"
"191.0804.067","1.56"
"181.1405.030","3.25"
"161.3502.427","3.16"
"201.0906.060","1.61"
"171.1106.027","3.41"
"171.1306.073","3.39"
"211.0706.029","1.47"
"201.1606.025","2.84"
"201.0506.042","2.31"
"191.3402.037","3.7"
"181.3602.028","2.08"
"171.0606.025","2.96"
"151.1503.133","3.03"
"171.2503.065","2.6"
"191.3503.023","3.24"
"081.0403.298","1.43"
"111.0904.418","1.71"
"211.1306.039","2.1"
"201.2904.030","3"
"181.0906.051","2.8"
"201.0906.016","2.12"
"171.1606.071","3.83"
"181.2405.050","3.57"
"191.1405.011","1.44"
"132.0204.385","2.61"
"191.0606.031","3.14"
"201.0906.030","0.71"
"181.0706.053","3.12"
"181.2806.023","3.45"
"201.0804.046","1.13"
"141.0704.066","2.13"
"211.2503.029","0.77"
"191.0906.077","2.9"
"171.0706.053","2.97"
"201.1306.012","2.83"
"191.3402.052","3.49"
"151.1604.268","3.14"
"211.0606.001","0.92"
"201.0906.044","1.4"
"171.0306.063","1.63"
"191.3503.031","3.1"
"141.3401.632","3.37"
"201.0906.069","2.63"
"191.1306.069","3.37"
"181.0206.015","2.99"
"161.1503.183","3.05"
"211.1906.003","1.82"
"141.2805.570","3.19"
"211.2806.036","1.97"
"191.2503.078","2.99"
"191.2503.019","2.45"
"181.0306.064","2"
"201.0105.030","0.5"
"181.0405.013","3.06"
"191.0906.059","2.78"
"191.1405.074","2.41"
"171.2503.058","3.03"
"191.3503.006","3.18"
"191.3503.011","1.97"
"211.0105.017","2.44"
"132.0204.393","2.53"
"181.1106.016","3.81"
"211.0306.063","1.31"
"211.2405.018","1.63"
"191.3402.048","3.33"
"171.3402.035","3.03"
"181.0906.048","2.72"
"151.1104.657","3.16"
"181.1505.040","2.25"
"181.2503.013","2.47"
"211.0405.007","1.5"
"161.0802.833","2.71"
"201.0906.039","2.33"
"111.2603.550","2.56"
"171.1405.004","2.95"
"161.1203.664","1.88"
"082.0605.007","2.29"
"191.3503.021","2.33"
"191.1306.020","2.4"
"171.0405.012","3.15"
"171.1405.062","2.76"
"191.0706.063","2.99"
"191.1306.034","3.85"
"161.2403.927","3.23"
"191.3602.041","2.24"
"181.0606.026","2.96"
"191.0606.044","2.68"
"171.0706.052","2.97"
"211.0306.033","1.59"
"151.1403.576","2.64"
"211.0405.029","1.61"
"201.0405.004","2.43"
"171.0606.053","3.1"
"151.0904.474","2.39"
"171.0906.030","2.77"
"191.0306.054","2.6"
"03.0396.0.AE","2.15"
"161.1203.647","2.66"
"191.2503.066","3.16"
"191.0206.025","0"
"171.0306.033","2.66"
"191.0804.048","3.04"
"191.0804.050","2.27"
"201.1205.031","2.37"
"122.1803.539","2.54"
"161.1503.748","3.1"
"171.1606.030","3.38"
"201.2806.008","2.84"
"151.1905.351","2.22"
"181.1606.043","3.67"
"141.2502.137","1.81"
"171.1606.053","3.37"
"191.0606.069","2.35"
"201.0105.018","2.28"
"211.0306.054","1.55"
"211.1205.037","2.75"
"191.0405.071","0.33"
"072.0506.220","1.04"
"181.1906.028","3.87"
"181.1906.005","3.82"
"191.3602.011","1.52"
"211.2105.003","1.82"
"141.0304.363","2.46"
"161.0505.594","2.62"
"191.0606.008","2.87"
"181.1306.024","3.37"
"211.0105.007","1.82"
"191.0606.063","3.06"
"191.0906.048","2.15"
"171.1106.033","3.79"
"201.1906.031","2.82"
"181.0105.021","2.42"
"171.1306.044","3.35"
"201.3402.027","3.42"
"181.1606.021","3.61"
"191.0206.037","3.13"
"181.1106.039","4.03"
"161.1104.084","3.42"
"132.1803.446","2.92"
"151.0204.754","3.05"
"181.0706.009","2.81"
"181.1205.064","3.05"
"141.1604.493","2.48"
"181.2806.012","3.62"
"211.0804.059","1.54"
"191.0506.073","2.6"
"161.0704.578","2.6"
"181.1306.084","3.34"
"211.0206.029","1.47"
"181.1306.029","3.17"
"201.1205.011","2.2"
"171.2503.068","3.08"
"181.2503.069","3"
"201.2806.028","2.84"
"161.3601.460","3.2"
"171.3602.033","1.73"
"171.0306.025","2.97"
"161.0304.761","1.75"
"181.0606.022","2.82"
"201.1405.010","2.89"
"161.1304.173","2.9"
"141.0103.414","2.66"
"191.0206.024","2.92"
"211.1205.017","1.7"
"161.1604.329","3.6"
"161.0103.780","2.78"
"201.1205.005","2.31"
"191.1906.002","2.28"
"211.2503.009","1.78"
"191.2503.061","3.37"
"122.0103.328","2.85"
"181.0405.009","1.98"
"171.0804.088","2.71"
"171.1405.066","3.25"
"211.2405.028","1.79"
"201.0804.007","2.1"
"122.1403.212","2.21"
"111.3401.619","2.2"
"181.1006.006","2.85"
"211.1906.025","1.82"
"181.2405.039","3.5"
"181.2806.037","3.36"
"201.1606.039","2.77"
"171.1006.019","2.91"
"101.0304.312","1.93"
"181.0906.027","2.85"
"171.1106.002","3.47"
